cas;chem;use;sum;mol;state;vap
28777-98-2;Octadecenylsuccinic anhydride;0;C22H38O3 ;0;0;0
821-38-5;1,12-Dodecanedicarboxylic acid;0;C14H26O4;0;0;0
103-23-1;Di(2-ethylhexyl)adipate;0;C22H42O4;0;0;0
2432-87-3;Dioctyl sebacate;0;C26H50O4 ;0;0;0
818-61-1;2-Hydroxyethyl acrylate;0;C5H8O3;0;0;0
106-91-2;Glycidyl methacrylate;0;C7H10O3;0;0;0
868-77-9;2-Hydroxyethyl methacrylate;0;C6H10O3;0;0;0
141-02-6;Di(2-ethylhexyl)fumarate;0;C20H36O4;0;0;0
624-48-6;Dimethyl maleate;0;C6H8O4;0;0;0
96-34-4;Methyl chloroacetate;0;C3H5O2Cl C3H5ClO2;0;0;0
10302-94-0;alfa-Chlorofumaric acid diethylester;0;C8H11O4Cl;0;0;0
21348-16-3;Calcium di-trichloroacetate;0;C2HCl3O2. 1/2Ca C2HCl3O2. 1/2Ca;0;0;0
137-16-6;N-Layroyl sarcosine sodium salt;0;C15H29NO3.Na;0;0;0
77-90-7;Acetyl tributylcitrate;0;C20H34O8;0;0;0
106-14-9;12-Hydroxystearic acid;0;C18H36O3;0;0;0
68-11-1;Thioglycolic acid;0;C2H4O2S;0;0;0
0;Epoxylated fatty acid glyceride (fatty acid is C = 14-24);0;0;0;0;0
78-82-0;Isobutyronitrile;0;C4H7N;0;0;0
111-94-4;Bis(cyanoethyl)amine;0;C6H9N3;0;0;0
137-20-2;N-Methyl-N-oleoyltaurine sodium salt;0;C21H40O4NNa;0;0;0
577-11-7;Di-2-ethylhexyl sodium salt sulfosuccinate;0;C20H38O7S.Na;0;0;0
149-44-0;Sodium formaldehyde sulfoxylate;0;CH4O3S.Na;0;0;0
112-96-9;Octadecylisocyanate;0;C19H37NO;0;0;0
15263-53-3;S,S'-2-Dimethylpropane-1,3-diyl dithiocarbamate;0;C7H15O2N3S2;0;0;0
1631-58-9;4-(N,N-Dimethylamino)-1,2-dithiolane;0;C5H11NS2;0;0;0
2082-80-6;Tristearylphosphite;0;C54H111O3P;0;0;0
0;O,O-Dialkyl(C=4-5)dithiophosphate;0;C4-5HO2PS;0;0;0
298-06-6;O,O-Diethyl dithiophosphate;0;C4H11O2PS2 ;0;0;0
680-31-9;Hexamethyl phosphoric triamide;0;C6H18N3OP;0;0;0
115-96-8;Tris(2-chloroethyl)phosphate;0;C6H12Cl3O4P;0;0;0
13674-84-5;Tris(1-chloro-2-propyl)phosphate;0;C9H18O4PCl3;0;0;0
1623-19-4;Triallyl phosphate;0;C9H15O4P;0;0;0
78-42-2;Tris(2-ethylhexyl)phosphate;0;C24H51O4P;0;0;0
512-56-1;Trimethyl phosphate;0;C3H9O4P;0;0;0
57-15-8;1,1,1-Trichloro-2-methyl-2-propanol;0;C4H7Cl3O;0;0;0
2627-35-2;Monolaurylphosphoric ester;0;C12H27O4P ;0;0;0
19045-79-5;Dipotassium octylphosphate and potassium dioctylphosphate;0;C8H17O4PK2 C16H34O4PK;0;0;0
78-51-3;Tri-butoxyethyl phosphate;0;C18H39O7P;0;0;0
3634-67-1;Tri-n-hexylchlorosilane;0;C18H39ClSi;0;0;0
60782-58-3;Trihexylsilanol;0;C18H40OSi;0;0;0
546-68-9;Tetraisopropoxy titanate;0;C12H28O4Ti C3H8O. 1/4Ti (EINECS form);0;0;0
54830-30-7;Tetrabutoxy titanate;0;C16H36O4Ti;0;0;0
31732-71-5;Bis(tri-n-butyltin)dibromosuccinate;0;C28H56Br2O4Sn2;0;0;0
123-35-3;7-Methyl-3-methylene-1,6-octadiene;0;C10H16;0;0;0
102-70-5;Triallylamine;0;C9H15N;0;0;0
3296-90-0;Dibromoneopentylglycol;0;C5H10Br2O2;0;0;0
927-49-1;Dipentyl ketone;0;C11H22O;0;0;0
141-17-3;Triethyleneglycoldi(2-ethylbutyrate);0;C22H42O8;0;0;0
0;N,N-Bis(hydroxyethyl)fatty acid (C=6-18)amide;0;0;0;0;0
869-29-4;Allylidenediacetate;0;C7H10O4;0;0;0
4051-66-5;N,N'-Dioctadecylurea;0;C37H76ON2;0;0;0
0;Zink-O,O-dialkyl(C=4-5)dithiophosphate;0;C16O4S4P2Zn C20O4S4P2Zn;0;0;0
3090-36-6;Tributyltin laurate;0;C24H50O2Sn ;0;0;0
1067-97-6;Tributyltin hydroxide;0;C12H28OSn;0;0;0
98-83-9;alfa-Methylstyrene;0;C9H10;118.18;Alfa-methylstyrene is a colorless liquid.;2.25 
526-73-8;1,2,3-Trimethylbenzene;0;C9H12;0;0;0
28106-30-1;Ethylstyrene;0;C10H12 ;0;0;0
535-77-3;m-Cymene;0;C10H14;0;0;0
105-05-5;p-Diethylbenzene;0;C10H14;0;0;0
141-93-5;m-Diethylbenzene;0;C10H14;0;0;0
1321-74-0;m-(or p-)Divinylbenzene;0;C10H11;0;0;0
25321-09-9;Diisopropylbenzene, m-(60%) and p-(40%);0;C12H18 ;0;0;0
1712-70-5;4-Isopropenyl-chlorobenzene;0;C9H9Cl;0;0;0
106-37-6;p-Dibromobenzene;0;C6H4Br2;0;0;0
98-15-7;3-Trifluoromethyl-chlorobenzene;0;C7H4ClF3;0;0;0
12002-48-1;Trichlorobenzene;0;C6H5Cl3;0;0;0
1805-32-9;3,4-Dichlorobenzylalcohol;0;C7H6OCl2;0;0;0
95-78-3;2,5-Dimethylaniline;Chemical intermediate;C8H11N;121.2;Liquid;1.02 
104-42-7;4-Dodecylaniline;0;C18H31N;0;0;0
74-31-7;N,N'-Diphenyl-p-phenylenediamine;0;C18H16N2;0;0;0
0;0;0;0;0;0;0
2415-85-2;N-Acetoacetyl-4-methylaniline;0;C11H13NO2;0;0;0
103-83-3;N,N-Dimethylbenzylamine;0;C9H13N;0;0;0
81-15-2;2,4,6-Trinitro-5-tert-butyl-1,3-xylene;0;C12H15N3O6;0;0;0
25154-54-5;Dinitrobenzene;0;C6H4O4N2;0;0;0
25321-14-6;Dinitrotoluene;0;C7H6N2O4;0;0;0
118-83-2;4-Chloro-1-nitro-2-(trifluoromethyl)benzene;0;C7H3ClF3NO2;0;0;0
18708-70-8;2,4,6-Trichloronitrobenzene;0;C6H2Cl3NO2;0;0;0
1319-77-3;Cresol;0;C7H8O;0;0;0
1300-71-6;Xylenol;0;C8H10O;0;0;0
5510-99-6;2,6-Di-sec-butylphenol;0;C14H22O;0;0;0
96-76-4;2,4-Di-tert-butylphenol;0;C14H22O;0;0;0
732-26-3;2,4,6-Tri-tert-buthylphenol;0;C18H30O;0;0;0
4130-42-1;2,6-Di-t-butyl-4-ethylphenol;0;C16H26O ;0;0;0
103-73-1;Phenetole;0;C8H10O;122.2;0;0
67557-76-0;p-sec-Butylphenyl-2,3-epoxypropylether;0;C13H18O2;0;0;0
0;p-sec-Butylphenyl-2,3-dihydroxypropylether (hydrolyzed product of p-sec-Butylphenyl-2,3-epoxypropylether);0;C13H20O3;0;0;0
91-16-7;Veratrol;0;C8H10O2 ;0;0;0
614-80-2;N-(2-Hydroxyphenyl)acetoamide;0;C8H9NO2;0;0;0
346-10-1;2-Fluorobutanamide-5-[2-(2,4-di-t-amylphenoxy)butanamide]phenol;0;0;0;0;0
100-17-4;4-Nitrophenyl methylether;0;C7H7NO3;0;0;0
2042-14-0;3-Nitro-p-cresol;0;C7H7NO3;0;0;0
85-45-0;4-Nitro-o-anisidine;0;C7H8N2O3;0;0;0
96-96-8;2-Nitro-p-anisidine;0;C7H8N2O3;0;0;0
29772-02-9;4-Chlorophenyl-3'-iodidepropargylformal;0;C10H8ClIO2;0;0;0
0;4-Chlorophenylpropargylformal (deiodinated product from 4-Chlorophenyl-3'-iodidepropargylformal;0;C10H9O2Cl;0;0;0
25167-82-2;Trichlorophenol;0;C6H3Cl3O;0;0;0
100468-92-6;Sodium salt of chloromethylsulfonamide tetrachlorodiphenylether derivatives;0;C13H12O3Cl5SNa;0;0;0
140-11-4;Benzyl acetate;0;C9H10O2;0;0;0
96-09-3;Styrene oxide;0;C8H8O;0;0;0
96-69-5;4,4'-Thiobis(6-t-butyl-m-cresol);0;C22H30O2S;0;0;0
1459-93-4;Isophtalic acid dimethyl ester;0;C10H10O4;0;0;0
120-61-6;Dimethyl terephtalate;0;C10H10O4;0;0;0
100-21-0;Terephtalic acid;0;C8H6O4;0;0;0
536-66-3;4-Isopropylbenzoic acid;0;C10H12O2;0;0;0
552-30-7;Trimellitic anhydride;0;C9H4O5;0;0;0
1726-23-4;Tributyl-1,2,4-benzene tri carboxylate;0;C21H30O6;0;0;0
50-84-0;2,4-Dichlorobenzoic acid;0;C7H4Cl2O2 ;0;0;0
87-20-7;Isoamyl salicylate;0;C12H16O3;0;0;0
69-72-7;Salicylic acid;0;C7H6O3;0;0;0
91-15-6;o-Phthalonitrile;0;C8H4N2;0;0;0
626-17-5;1,3-Dicyanobenzene;0;C8H4N2;0;0;0
88-19-7;o-Toluenesulfonamide;0;C7H9NO2S;0;0;0
1300-51-2;Sodium salts of phenolsulfonic acid;0;C6H5O4SNa;0;0;0
946-30-5;Sodium 4-nitrochlorobenzene sulfonate;0;C6H3O5NSClNa;0;0;0
24019-05-4;"N-(3,4-dichlorophenyl)-N'-[2'-(4""-chloro-2""-sulfophenoxy)-5'- chlorophenyl]urea";0;C19H12O5N2SCl4;0;0;0
1129-41-5;m-Tolyl N-methylcarbamate;0;C9H11O2N;0;0;0
2655-14-3;3,5-Xylyl N-methylcarbamate;0;C10H13O2N;0;0;0
2631-40-5;o-Cumenyl methylcarbamate;0;C11H15NO2;0;0;0
100-40-3;4-Vinyl-1-cyclohexene;0;C8H12;0;0;0
108-87-2;Methylcyclohexane;0;C7H14;0;0;0
99-85-4;1,4-p-Menthadiene;0;C10H16;0;0;0
138-86-3;Limonene;0;C10H16;0;0;0
99-82-1;1-Isopropyl-4-methylcyclohexane;0;C10H20;0;0;0
87-84-3;1,2,3,4,5-Pentabromo-6-chlorocyclohexane;0;C6H6Br5Cl;0;0;0
89-78-1;Menthol;0;C10H20O;0;0;0
6731-36-8;1,1-Bis(tert-butyldioxy)-3,3,5-trimethyl cyclohexane;0;C17H34O4;0;0;0
31906-04-4;4-(4-Hydroxy-4-methylpentyl)-3-cyclohexenecarbaldehyde;0;C13H22O2;0;0;0
85-42-7;1,2-Cyclohexanedicarboxylic anhydride;0;C8H10O3;0;0;0
57567-84-7;4-Methylcyclohexane-1,2-dicarboxylic acid;0;C9H14O4;0;0;0
644-97-3;Dichlorophenylphosphine;0;C6H5Cl2P;0;0;0
1779-48-2;Phenylphosphinic acid;0;C6H7PO2;0;0;0
1241-94-7;2-Ethylhexyldiphenyl phosphate;0;C20H27O4P;0;0;0
29761-21-5;Alkyl(C=8-11)diphenyl phosphate;0;C22H31O4P ;0;0;0
60628-17-3;Diphenylmonotridecylphosphite;0;C25H37O3P;0;0;0
26967-76-0;Tris(p-isopropylphenyl)phosphate;0;C27H33O4P ;0;0;0
15205-57-9;Tribenzylphosphite;0;C21H21O3P;0;0;0
1330-78-5;Tricresyl phosphate;0;C21H21O4P;0;0;0
0;0;0;0;0;0;0
76-86-8;Triphenylchlorosilane;0;C18H15ClSi;0;0;0
791-31-1;Triphenylsilanol;0;C18H16OSi;0;0;0
122-40-7;Amyl cinnamic aldehyde;0;C14H18O;0;0;0
66735-04-4;p-t-Butyl-alfa-methylhydro cinnamic acid;0;C14H20O2;0;0;0
1687-30-5;1,2-Cyclohexanedicarboxylic acid;0;C8H12O4;0;0;0
3319-31-1;Tris(2-ethylhexyl)benzenetricarboxylate;0;C33H54O6 ;0;0;0
89-93-0;alfa-Methylbenzylamine;0;C8H11N;0;0;0
782-74-1;2,2'-Dichlorohydrazobenzene;0;C12H10Cl2N2;0;0;0
36065-30-2;2,4,6-Tribromophenyl(2-methyl-2,3-dibromopropyl)ether;0;C10H9Br5O ;0;0;0
50-31-7;2,3,6-Trichloro benzoic acid;Phytocide.;C7H3Cl3O2;0;0;0
618-41-7;Sodium bezenesulfinic acid;0;C6H5O2SNa;0;0;0
40027-80-3;N-Cyclohexyl-N-nitroso-hydroxyl amine aluminium salt;0;C18H33AlN6O6;0;0;0
4883-72-1;N-Cyclohexyl-N-nitroso hydroxylamine;0;C6H12O2N2;0;0;0
24851-98-7;Methyl(2-pentyl-3-oxo-cyclopentyl)acetate;0;C13H22O3;0;0;0
10113-28-7;Tris(phenyl, monomethylphenyl, dimethylphenyl, ethylphenyl, nonylphenyl)phosphate;0;0;0;0;0
961-11-5;2-Chloro-1-(2,4,5-trichlorophenyl)vinyl dimethylphosphate;0;C10H9Cl4O4P;0;0;0
1460-02-2;1,3,5-Tri-tert-butylbenzene;0;C18H30;0;0;0
935-79-5;cis-1,2,3,6-Tetrahydrophthalic acic anhydride;0;C8H8O3;0;0;0
28575-17-9;Diethylbiphenyl;0;C16H18 ;0;0;0
26140-60-3;Terphenyl;0;C18H14;0;0;0
92-86-4;4,4'-Dibromobiphenyl;0;C12H8Br2;0;0;0
92-69-3;p-Phenylphenol;0;C12H10O;0;0;0
118-82-1;4,4'-Methylene bis(2,6-di-t-butylphenol);0;C29H44O2 ;0;0;0
4821-19-6;2,6-Dicyclohexylphenol;0;C18H26O ;0;0;0
0;Dipentenedimer or dipentenetrimer or the hydrogenated derivatives;0;0;0;0;0
581-40-8;2,3-Dimethylnaphthalene;0;C12H12;0;0;0
70-30-4;Bis(2,3,5-trichloro-6-hydroxyphenyl)methane;0;C13H6Cl6O2;0;0;0
101-14-4;3,3'-Dichloro-4,4'-diaminodiphenylmethane;0;C13H12Cl2N2;0;0;0
42240-73-3;2,2',3,3'-Tetrachloro-4,4'-diaminodiphenylmethane;0;C13H10Cl4N;0;0;0
119-47-1;2,2'-Methylenebis(6-t-butyl-4-methylphenol);0;C23H32O2;0;0;0
131-57-7;2-Hydroxy-4-methoxybenzophenone;0;C14H12O3;0;0;0
510-15-6;4,4'-Dichlorobenzilic acid ethyl ester;0;C16H14Cl2O3;0;0;0
66-81-9;Cycloheximide;0;C15H23NO4;0;0;0
13560-89-9;Dodecachloro dodecahydro dimethanodibezo cyclooctene;0;C18H12Cl12;0;0;0
25134-21-8;Methyl-5-norbornene-2,3-dicarboxylic acid anhydride;0;C10H10O3 ;0;0;0
50853-70-8;Methyl-5-norbornene-2,3-dicarboxylic acid;0;0;0;0;0
13358-11-7;N-(2-Ethylhexyl)-1-isopropyl-4-methylbicyclo[2,2,2]-octa-5-ene-2- ,3-dicarboxyimide;0;C22H35NO2;0;0;0
38289-27-9;Polychloronaphthalene (Cl = 3-5);0;C10H7Cl3-5;0;0;0
90-30-2;1-(N-Phenylamino)naphthalene;0;C16H13N;0;0;0
135-88-6;2-(N-Phenylamino)naphthalene;0;C16H13N;0;0;0
118-44-5;N-Ethyl-1-aminonaphthalene;0;C12H13N ;0;0;0
2173-57-1;2-Naphthylisobuthyl ether;0;C14H16O ;0;0;0
708-06-5;1-Formyl-2-hydroxynaphthalene;0;C11H8O2;0;0;0
1141-38-4;2,6-Naphthalenedicarboxylic acid;0;C12H8O4;0;0;0
7267-14-3;4,5-Dichloronaphthalene-1,8-dicarboxylic anhydride;0;C12H4O3Cl2;0;0;0
7267-11-0;4,5-Dichloronaphthalene-1,8-dicarboxylic acid;0;C12H6Cl2O4;0;0;0
25638-17-9;Monobutylnaphthalene sulfonic acid and sodium salt;0;C14H16O3S.Na C14H16O3S.Na;0;0;0
1322-93-6;Sodium diisopropyl naphthalene sulfonate;0;0;0;0;0
6099-57-6;1-Naphthol-4-sulfonic acid sodium salt;0;C10H8O4S.Na;0;0;0
130-13-2;Naphthionic acid sodium salt;0;C10H9NO3S.Na;0;0;0
842-18-2;7-Hydroxy-1,3-naphthalene disulfonic acid dipotassium salt;0;C10H8O7S2.2K;0;0;0
15883-57-5;2-Naphthol-3,6-disulfonic acid disodium salt;0;C10H6O7S2Na2;0;0;0
1300511;1-Amino-8-naphthol-3,6-disulffonic acid monosodium salt;0;C10H9NO7S2.Na;0;0;0
52789-62-5;Mono sodium 4-amino-5-hydroxy-1,3-naphthalene disulfonate;0;C10H9NO7S2.Na;0;0;0
26545-58-4;Sodium dinaphthyl methane disulfonate;0;C21H16O6S2.2Na;0;0;0
134-47-4;6,6'-Ureylene-bis(1-naphthol-3-sulfonic acid disodium salt);0;C21H16N2O9S2;0;0;0
119-64-2;Tetrahydronaphthalene;0;C10H12;0;0;0
0;0;0;0;0;0;0
29690-50-9;Isopropyldecalin;0;0;0;0;0
507-70-7;2-Hydroxy-1,7,7-trimethyl bicyclo[2,2,1]heptane;0;0;0;0;0
115-28-6;1,4,5,6,7,7-Hexachlorobicyclo(2,2,1)-5-heptene-2,3-dicarboxylic acid;0;C9H4Cl6O4 ;0;0;0
13936-21-5;2-Pentylanthraquinone;0;C19H18O2;0;0;0
82-44-0;1-Chloroanthraquinone;0;C14H7ClO2;0;0;0
82-45-1;1-Aminoanthraquinone;0;C14H9NO2;0;0;0
117-79-3;2-Aminoanthraquinone;0;C14H9NO2 ;0;0;0
2498-66-0;Benz[a]anthracene-7,12-quinone;0;C18H10O2 ;0;0;0
2668-47-5;3,5-Di-tert-Butylbiphenyl-4-ol;0;C20H26O;0;0;0
41122-70-7;4'-n-Hexyl-4-cyanobiphenyl;0;C19H21N ;0;0;0
123251-96-7;3,3'-Dichloro-5,5'-benzidine disulfonic acid;0;C12H10O6N2S2Cl2;0;0;0
13540-50-6;Phenyl-xylylmethane;0;C15H16;0;0;0
63428-00-2;4-[1-(4-Dimethylaminophenyl)-1-(4-methylaminophenyl)methylene]-2,5-cyclohexadien-1-ylidene)dimethylammonium-p-dodecyldiphenyl ether disulfonate;0;0;0;0;0
25394-13-2;Sodium 4,4'-diamino-2,2'-stilbene disulfonate;0;C14H14N2O6S2.xNa;0;0;0
35860-37-8;Triisopropylnaphthalene;0;0;0;0;0
5586-15-2;Di-2-naphthyl disulfide;0;C20H14S2;0;0;0
90-51-7;2-Amino-8-naphthol-6-sulfonic acid;0;C10H9NO4S;0;0;0
26076-28-8;Tris(1-nitroso-2-naphthol)cobalt;0;0;0;0;0
25512-42-9;Polychlorobiphenyl (Cl = 2);0;C12H8Cl2 ;0;0;0
25323-68-6;Polychlorobiphenyl (Cl = 3);0;C12H7Cl3;0;0;0
26914-33-0;Polychlorobiphenyl (Cl = 4);0;C12H8Cl4;0;0;0
26601-64-9;Polychlorobiphenyl (Cl = 6);0;C12H8Cl6;0;0;0
57-57-8;beeta-Propiolactone;0;C3H4O2;0;0;0
674-82-8;Diketene;0;C4H4O2;0;0;0
517-23-7;3-Acetyloxolane-2-one;0;C6H8O3;0;0;0
0;0;0;0;0;0;0
120-78-5;2,2'-Dibenzothiazolyl disulfide;0;C14H8N2S4;0;0;0
520-45-6;3-Aceto-6-methyl-2-pyronone;0;C8H8O4;0;0;0
84-57-1;1-(2',5'-Dichloro-4'-sulfophenyl)-3-methyl-5-pyrazolone;0;C10H8Cl2N2O4S;0;0;0
72-40-2;4-Amino-5-carbamoylimidazole salt of hydrochloric acid;0;C4H6N4O.ClH;0;0;0
583-39-1;2-Mercaptobenzimidazole;0;C7H6N2S;0;0;0
120-57-0;Piperonal;0;C8H6O3;0;0;0
1333-41-1;2-Methylpyridine;0;C6H7N;0;0;0
100-69-6;2-Vinylpyridine;0;C7H7N;0;0;0
72762-00-6;2-Hydroxypyridine;0;C5H5NO;0;0;0
499-83-2;2,6-Pyridinedicarboxylic acid;0;C7H5NO4;0;0;0
136-45-8;Pyridine-2,5-dicarboxylic acid dipropyl;0;C13H17NO4;0;0;0
110-89-4;Piperidine;0;C5H11N;0;0;0
120-54-7;Dipentamethylene thiuramtetrasulfide;0;C12H20N2S6;0;0;0
93-10-7;Quinoline-2-carboxylic acid;0;C10H7NO2;0;0;0
10315-98-7;N-Isobutylmorpholine;0;C8H17ON;0;0;0
92-84-2;Phenothiazine;0;C12H9NS;0;0;0
67-52-7;2,4,6-Trihydroxy-1,3-diazine;0;C4H4N2O3;0;0;0
1029713;Hexahydro-1,3,5-tris(2-hydroxyethyl)-1,3,5-triazine;0;C9H21N3O3 ;0;0;0
3089-11-0;N-Hexamethylolmelamine;0;C15H30N6O6 ;0;0;0
108-78-1;2,4,6-Triamino-1,3,5-triazine;0;C3H6N6;0;0;0
87-90-1;1,3,5-Trichloroisocyanuric acid;0;C3Cl3N3O3;0;0;0
839-90-7;1,3,5-Tris(2'-hydroxyethyl)isocyanuric acid;0;C9H15N3O6;0;0;0
947-04-6;Lauryllactam;0;C12H23NO;0;0;0
101-25-7;N,N'-Dinitrosopentamethylene tetramine;0;C5H10N6O2;0;0;0
50925-42-3;Direct Yellow-86;0;C39H34N10O13S4.4Na;0;0;0
37372-50-2;Direct Black-154;0;0;0;0;0
351032;Acid Blue 45;0;C14H10N2O10S2.2Na;0;0;0
2465-27-2;Basic Yellow-2;0;C17H21N3.ClH;0;0;0
3618-60-8;Mordant Black-7;0;C16H11ClN2O6S.Na;0;0;0
12227-06-4;Sulfur Green-14;0;0;0;0;0
482-89-3;Vat Blue-1;0;C16H10N2O2 ;0;0;0
92-77-3;Azoic CC2;0;C17H13NO2;0;0;0
91-96-3;Azoic CC5;0;C22H24N2O4;0;0;0
5124-25-4;Disperse Yellow 42;0;C18H15N3O4S;0;0;0
71767-67-4;Disperse Yellow 163;0;C18H14O2N6Cl2;0;0;0
40690-89-9;Disperse Orange 73;0;C24H21N5O4;0;0;0
61968-52-3;Disperse Red 167;0;0;0;0;0
26630-87-5;Disperse Red 206;0;0;0;0;0
59722-76-8;Disperse Red 207;0;C20H12BrNO4;0;0;0
12217-77-5;Disperse Blue 54;0;C20H12O6N2;0;0;0
61968-28-3;Disperse Blue-143;0;0;0;0;0
16090-02-1;Fluorescent-260;0;C40H38N12O8S2.2Na;0;0;0
17095-24-8;Reactive Black-5;0;C26H25N5O19S6.4Na;0;0;0
85-83-6;Solvent Red-24;0;C24H20N4O;0;0;0
6358-85-6;Pigment Yellow-12;0;C32H26Cl2N6O4;0;0;0
3520-72-7;Pigment Orange-13;0;C32H24Cl2N8O2;0;0;0
1190723;Pigment Red-53;0;C17H13ClN2O4S. 1/2Ba;0;0;0
1234986;Pigment Red-57-9;0;C18H14N2O6S.Ca;0;0;0
147-14-8;Pigment Blue-15;0;C32H16CuN8 ;0;0;0
1328-53-6;Pigment Green-7;0;0;0;0;0
96-48-0;gamma-Butyrolactone;0;C4H6O2;0;0;0
1571-13-7;Tetrachlorophthalimide;0;C9HO2Cl4N;0;0;0
56113-42-9;Tetrachlorophthalic acid monoamide;0;C8H3O3NCl4;0;0;0
96-54-8;N-Methylpyrrole;0;C5H7N;0;0;0
95-16-9;Benzothiazole;0;C7H5NS;0;0;0
3864-99-1;2-(2'-Hydroxy-3',5'-di-t-butylphenyl)-5-chlorobenzotriazole;0;C20H24ClN3O;0;0;0
2814-20-2;2-Isopropyl-4-methyl-6-hydroxypyrimidine;0;C8H12N2O ;0;0;0
9003-53-6;Polystyrene (average molecular weight ca. 800);0;(C8-H8)x;0;0;0
9002-89-5;Polyvinylalcohol;0;(C2H4O)x;0;0;0
25791-96-2;Tris(polyoxypropylene)glyceryl ether (average molecular weight ca. 3000);0;(C3H6O)n.(C3H6O)n.(C3H6O)n.C3H8O3;0;0;0
9002-92-0;Polyoxyethylene dodecyl ether;0;(C2H4O)n.C12H26O;0;0;0
9004-82-4;Sodium polyoxyethylene monoalkyl ether sulfate;0;(C2H4O)n.C12H26O4S.Na;0;0;0
26027-38-3;Poly(degree of polymerization=10)oxyethylene p-nonylphenyl ether;0;(C2H4O)nC15H24O;0;0;0
72319-10-9;alfa-Methylsiloxy-omega-trimethylsilyl-poly(hydro=methylsiloxy);0;0;0;0;0
60108-89-6;Poly(1,3-butanediol,adipicacid)ester;0;0;0;0;0
9014-90-8;Sodium=alfa-sulfonate-omega-nonylphenoxy polyoxyethylene (the polymerization grade 6);0;(C2H4O)nC15H24O4S.Na;0;0;0
1338-39-2;Sorbitan lauric acid monoester;0;C18H34O6;0;0;0
1338-43-8;Sorbitan oleic acid monoester;0;C24H44O6;0;0;0
26266-57-9;Sorbitan palmitic acid monoester;0;C22H42O6 ;0;0;0
26787-65-5;Ethanediol ester montanic acid;0;C30H60O3;0;0;0
61790-13-4;Sodium naphthenate;0;0;0;0;0
32669-06-0;2-Chloroethylbenzhydryl ether;0;C15H15OCl;0;0;0
2142-68-9;1-Chloro-2-(1,2-epoxyethyl)benzene;0;C8H7ClO;0;0;0
59365-60-5;1-Chloro-2-(1,2-ethane diol)benzene;0;C8H9Cl;0;0;0
119-56-2;4-Chlorobenzhydrol;0;C13H11ClO;0;0;0
134-83-8;4-Chlorobenzhydryl chloride;0;C13H10Cl2;0;0;0
110-02-1;Thiophene;0;C4H4S;0;0;0
527-60-6;2,4,6-Trimethylphenol;0;C9H12O;0;0;0
66-72-8;3-Hydroxy-5-hydroxymethyl-2-methyl isonicotinealdehyde;0;C8H9NO3;0;0;0
100-26-5;Pyridine-2,5-dicarboxylic acid;0;C7H5NO4;0;0;0
0;4-(alfa-Bromopropionylamino)antipyrine;0;0;0;0;0
532-03-6;3-(o-Methoxyphenoxy)-1,2-propanediol-1-carbamate;0;C11H15NO5;0;0;0
0;Tributyltin naphthenate;0;0;0;0;0
9002-81-7;Poly(methylene ether);0;CnH4On;0;0;0
0;Alkyl(C=8-13)phenoxybenzene sulfonate sodium salt;0;0;0;0;0
0;Alkylbenzyl-trialkyl ammonium salt;0;0;0;0;0
612-22-6;o-Ethylnitrobenzene;0;C8H9NO2;0;0;0
15627-09-5;Bis(N-cyclohexyl diazenium dioxy)-copper;Active ingredient in liquid wood preservatives with preventive;C12H22CuN4O4;349.88;Crystalline powder (WPSREG 1993).;0.00001 
12069-69-1;Copper(II)hydroxide carbonate;Active ingredient in liquid wood preservatives with preventive;CH2Cu2O5 ;solid (WPSREG 1993);solid (WPSREG 1993);0
79-21-0;Peracetic acid;Active substance in slimicides: to prevent slime and clogging;C2H4O3 ;76.05;Colorless liquid (WPSREG 1994).;0.00825 
1192-52-5;4,5-dichloro-1,2-dithiol-3-one;Active substance in slimicides: to prevent slime and clogging ;C3Cl2OS2;185.88;"solid; chrystalline powder (WPSREG 1994).";0.012 
110-88-3;1,3,5-Trioxane;0;C3H6O3;90.08;Crystalline solid. ;0
10222-01-2;2,2-dibromo-2-cyanoacetamide;The active substance effective on bacteria, fungi, yeasts and;C3H2Br2N2O;241.87;solid (WPSREG 1993).;0.00002 
7440-24-6;Strontium;0;Sr Sr;87.62;Silvery-white metal;0
95-74-9;3-Chloro-para-toluidine;0;C7H8ClN;0;0;0
95-85-2;2-Amino-4-chlorophenol;0;C6H6ClNO;0;0;0
95-79-4;5-Chloro-ortho-toluidine;0;C7H8ClN;0;0;0
102-09-0;Diphenoxymethanal;0;C13H10O3;0;0;0
148-18-5;Dithiocarb;0;C5H11NS2.Na;0;0;0
384-22-5;Alpha-Trifluoro-2-nitrotoluene;0;C7H4F3NO2;0;0;0
558-13-4;Tetrabromomethane;0;CBr4;0;0;0
608-31-1;2,6-Dichloroaniline;0;C6H5Cl2N;0;0;0
919-86-8;Demeton-S-methyl;0;C6H15O3PS2;0;0;0
14861-17-7;2,4-Dichlorophenoxy-4-aniline;0;C12H9Cl2NO;0;0;0
120-32-1;o-Benzyl-p-chlorophenol;0;C13H11ClO;0;0;0
120-36-5;Dichlorprop;0;C9H8Cl2O3;0;0;0
2163-00-0;1,6-Dichlorohexane;0;C6H12Cl2;0;0;0
55965-84-9 ;Chloro/methylisothiazolinone = CMI/MI;0;C4H4ClNOS I C4H5NOS II;264.76;0;0.018 
52-51-7;2-bromo-2-nitropropane-1,3-diol;0;C6H6BrNO4 C3H6BrNO4;199.99;crystalline solid;1.68 
